Funciones,Personas a cargo,Incentivos,UbicaciÃ³n,details,Idiomas,Info Otros Países,technologies,link,Experiencia,textos_limpios,company_name,FormaciÃ³n MÃ­nima,Nivel Profesional,+ Países,additional_info,date,job_name,Tipo contrato,Imprescindible Residir,CVs inscritos en el proceso,Ubicación,Número de puestos,Jornada,Formación Mínima,Salario,offer_id,Otras Provincias,tecnologias,textos_limpios,tecnologias
Analista,,,,,Inglés (Alto),,"['data', 'BI']",https://www.tecnoempleo.com/business-analyst-analisis-datos-remoto/data-bi/rf-95e418baf2e97310c440,3-5 años,AnalistaBig DataConsultor,Krell Consulting & Training,,Especialista,,,13/09/2024,Business Analyst Análisis de Datos,Indefinido,,14,100% En remoto,,Jornada completa,Grado EEES (Bolonia),39.000 € - 42.000 € Bruto/año,95e418baf2e97310c440,,"data, BI, Analista, Big Data, Consultor",AnalistaBig DataConsultor,"data, BI, Analista, Big Data, Consultor"
Analista Programador,,,,,Inglés (Alto),,"['java', 'sql', 'javascript']",https://www.tecnoempleo.com/automation-engineer-fullstack-remoto/java-sql-javascript-linux-aws-azure-a/rf-89b5176bb258b3117343,3-5 años,Analista Programador,PANEL Sistemas Informáticos,,Empleado,,,13/09/2024,Automation Engineer FullStack,Indefinido,Provincia Puesto,10,100% En remoto,,Jornada completa,FP2/Grado Superior,,89b5176bb258b3117343,,"java, sql, javascript, linux, aws, azure, angular, spring, cloudbees, docker, kubernetes, azure, Analista Programador",Analista Programador,"java, sql, javascript, linux, aws, azure, angular, spring, cloudbees, docker, kubernetes, azure, Analista Programador"
Arquitecto TIC,,,,,Inglés (Alto),,"['Docker', 'kubernetes']",https://www.tecnoempleo.com/arquitecto-datos-ambito-sanitario-remoto/docker-kubernetes/rf-38c513d502afc3eae140,3-5 años,Arquitecto TICBig Data,Serem,,Empleado,,,13/09/2024,Arquitecto/a de datos ámbito sanitario,Indefinido,,10,100% En remoto,,Jornada completa,FP2/Grado Superior,,38c513d502afc3eae140,,"Docker, kubernetes, Arquitecto TIC, Big Data",Arquitecto TICBig Data,"Docker, kubernetes, Arquitecto TIC, Big Data"
Soporte TÃ©cnico,,,Madrid (HÃ­brido),,InglÃ©s (Alto)| FrancÃ©s (Alto),,"['linux', 'soporte']",https://www.tecnoempleo.com/tecnico-soporte-hibrido/linux-soporte/rf-62961bcfd23b8392964f,2 aÃ±os,Soporte TÃ©cnico,Krell Consulting & Training,Sin estudios,Empleado,,,13/09/2024,Técnico de soporte,Indefinido,Provincia Puesto,11,,,Jornada completa,,,62961bcfd23b8392964f,,"linux, soporte, Soporte TÃ©cnico",Soporte TÃ©cnico,"linux, soporte, Soporte TÃ©cnico"
Desarrollador Móvil,,hibrido,,,Inglés (Medio),,"['android', 'Compose']",https://www.tecnoempleo.com/android-developer-compose-hibrido/android-compose/rf-b7b31aa5f27653d9584d,3-5 años,Desarrollador MóvilProgramador,Social You,,Empleado,,,13/09/2024,Android Developer (Compose),Indefinido,Provincia Puesto,12,Barcelona (Híbrido),,Jornada completa,FP2/Grado Superior,33.000 € - 45.000 € Bruto/año,b7b31aa5f27653d9584d,,"android, Compose, Desarrollador Móvil, Programador",Desarrollador MóvilProgramador,"android, Compose, Desarrollador Móvil, Programador"
Arquitecto TIC,,,,,Inglés (Alto),,"['PowerApps', 'azure', 'c']",https://www.tecnoempleo.com/arquitecto-soluciones-powerplatform-remoto/powerapps-azure-c-net-net-micro/rf-ac301182f2a893ee904d,2 años,Arquitecto TIC,Krell Consulting & Training,,Empleado,,,13/09/2024,Arquitecto de soluciones (PowerPlatform),Indefinido,,7,100% En remoto,,Jornada completa,E.S.O. (Educación Secundaria Obligatoria),,ac301182f2a893ee904d,,"PowerApps, azure, c, net, .net, microsoft, bi, lan, powerbi, Arquitecto TIC",Arquitecto TIC,"PowerApps, azure, c, net, .net, microsoft, bi, lan, powerbi, Arquitecto TIC"
Consultor,,,,,,,"['Sistemas', 'Redes', 'Ciberseguridad']",https://www.tecnoempleo.com/consultor-senior-sistemas-seguridad-hibrido/sistemas-redes-ciberseguridad/rf-db9c1c48b2af73568c47,Más de 5 años,Consultor,LÃBERIT,,Empleado,,,13/09/2024,Consultor/a Senior Sistemas y Seguridad,Indefinido,,6,Sevilla (Híbrido),,Jornada completa,FP2/Grado Superior,,db9c1c48b2af73568c47,,"Sistemas, Redes, Ciberseguridad, Consultor",Consultor,"Sistemas, Redes, Ciberseguridad, Consultor"
Analista,,,,,,,"['cobol', 'Remedy']",https://www.tecnoempleo.com/analista-cobol-remedy-hibrido-hibrido/cobol-remedy/rf-fbf314b08295c303654a,3 años,Analista,Grupo Digital,,Empleado,,,13/09/2024,Analista Cobol + Remedy (híbrido),Indefinido,,3,Madrid (Híbrido),,Jornada completa,FP2/Grado Superior,,fbf314b08295c303654a,,"cobol, Remedy, Analista",Analista,"cobol, Remedy, Analista"
Programador,,,,,,,"['Java', 'REST', 'SOAP']",https://www.tecnoempleo.com/desarrollador-senior-microservicios-remoto/java-rest-soap-junit-mockito-so/rf-fc271bf3f2a433b52242,3-5 años,Programador,Digital Talent Agency,,Especialista,,,13/09/2024,Desarrollador/a Senior MICROSERVICIOS,Indefinido,País Puesto,8,100% En remoto,3,Jornada completa,FP2/Grado Superior,,fc271bf3f2a433b52242,,"Java, REST, SOAP, JUNIT, MOCKITO, SOLID, Programador",Programador,"Java, REST, SOAP, JUNIT, MOCKITO, SOLID, Programador"
Analista Programador,,,,,Inglés (Alto),,"['SAP', 'S/4HANA', 'abap']",https://www.tecnoempleo.com/analista-programador-remoto/sap-s-4hana-abap/rf-e75b1bfad2df23138041,3-5 años,Analista Programador,Krell Consulting & Training,,Empleado,,,13/09/2024,Analista Programador,Indefinido,España,8,100% En remoto,2,Jornada completa,Grado Medio,,e75b1bfad2df23138041,,"SAP, S/4HANA, abap, Analista Programador",Analista Programador,"SAP, S/4HANA, abap, Analista Programador"
Consultor,,,,,Inglés (Medio),,"['bpmn', 'aris', 'signavio']",https://www.tecnoempleo.com/tecnico-procesos-hibrido/bpmn-aris-signavio-sap-bpm/rf-94e01a7af28e63b5914b,1 año,Consultor,Arelance,,Empleado,,,13/09/2024,Técnico de Procesos,Indefinido,Provincia Puesto,2,Madrid (Híbrido),,Jornada completa,FP2/Grado Superior,21.000 € - 27.000 € Bruto/año,94e01a7af28e63b5914b,,"bpmn, aris, signavio, sap, bpm, Consultor",Consultor,"bpmn, aris, signavio, sap, bpm, Consultor"
Jefe de Proyecto,,,,,,,"['java', 'sql', 'javascript']",https://www.tecnoempleo.com/jefe-proyecto-comercio-exterior-hibrido/java-sql-javascript-spring-oracle-/rf-1b7a1085d28ed3bdb74c,3-5 años,Jefe de Proyecto,Serem,,Empleado,,,13/09/2024,Jefe de Proyecto - Comercio Exterior,Indefinido,Provincia Puesto,10,Madrid (Híbrido),,Jornada completa,E.S.O. (Educación Secundaria Obligatoria),,1b7a1085d28ed3bdb74c,Barcelona,"java, sql, javascript, spring, oracle, microservicios, spring, db2, Jefe de Proyecto",Jefe de Proyecto,"java, sql, javascript, spring, oracle, microservicios, spring, db2, Jefe de Proyecto"
Analista Programador,,"formación, flexibilidad horaria",,,Inglés (Alto),,"['NET', 'HTML', 'Postgree SQL']",https://www.tecnoempleo.com/tech-lead-net-hibrido/net-html-postgree-sql-oracle-sql-docker-kubernetes/rf-05fc1858b241b33d6c45,3-5 años,Analista ProgramadorJefe de Equipo,Arelance,,Empleado,,,13/09/2024,Tech Lead .NET,Indefinido,Provincia Puesto,3,Madrid (Híbrido),,Jornada completa,FP2/Grado Superior,39.000 € - 42.000 € Bruto/año,05fc1858b241b33d6c45,,"NET, HTML, Postgree SQL, Oracle SQL, Docker, Kubernetes, Analista Programador, Jefe de Equipo",Analista ProgramadorJefe de Equipo,"NET, HTML, Postgree SQL, Oracle SQL, Docker, Kubernetes, Analista Programador, Jefe de Equipo"
Técnico Hardware,,,,,,,['PCB'],https://www.tecnoempleo.com/hardware-engineer-hibrido/pcb/rf-2ea013c202f3c306a248,2 años,Técnico Hardware,Start People,,Empleado,,,13/09/2024,Hardware Engineer,Indefinido,,5,Barcelona (Híbrido),,Jornada completa,Postgrado EEES (Máster),39.000 € - 42.000 € Bruto/año,2ea013c202f3c306a248,,"PCB, Técnico Hardware",Técnico Hardware,"PCB, Técnico Hardware"
Electrónica,,,,,,,"['C', 'microcontroladores']",https://www.tecnoempleo.com/embedded-software-engineer-hibrido/c-microcontroladores/rf-311919165250934e3944,3-5 años,ElectrónicaIngenieros/Industria,Start People,,Especialista,,,13/09/2024,Embedded Software Engineer,Indefinido,,6,Barcelona (Híbrido),,Jornada completa,Diplomado,39.000 € - 42.000 € Bruto/año,311919165250934e3944,,"C, microcontroladores, Electrónica, Ingenieros/Industria",ElectrónicaIngenieros/Industria,"C, microcontroladores, Electrónica, Ingenieros/Industria"
Consultor,,,,,,,['SAP'],https://www.tecnoempleo.com/consultor-sap-success-factors-hibrido/sap/rf-a35817e4f297034c4b49,3-5 años,Consultor,Grupo Digital,,Empleado,,,13/09/2024,Consultor/a SAP Success Factors,Indefinido,,1,Granada (Híbrido),,Jornada completa,FP2/Grado Superior,,a35817e4f297034c4b49,,"SAP, Consultor",Consultor,"SAP, Consultor"
Ingenieros/Industria,,,,,,,['PMP'],https://www.tecnoempleo.com/senior-product-manager-industrial-presencial/pmp/rf-e5361aa1f2d0f3872143,3 años,Ingenieros/IndustriaJefe de Proyecto,OXIGENT Technologies,,Empleado,,,13/09/2024,Senior Product Manager Industrial,Indefinido,,0,Girona (Presencial),,Jornada completa,Ingeniero Técnico,45.000 € - 60.000 € Bruto/año,e5361aa1f2d0f3872143,,"PMP, Ingenieros/Industria, Jefe de Proyecto",Ingenieros/IndustriaJefe de Proyecto,"PMP, Ingenieros/Industria, Jefe de Proyecto"
DevOps,,"guardería, restaurante, transporte y ASISA",,,,,"['python', 'sql', 'aws']",https://www.tecnoempleo.com/cloud-operation-engineer-devops-hibrido/python-sql-aws-azure-windows-c-git/rf-83c11f00a296f3d4aa4d,3 años,DevOps,Bcnc Group,,Empleado,,,13/09/2024,Cloud Operation Engineer/ DevOps,Indefinido,Provincia Puesto,6,Barcelona (Híbrido),,Jornada completa,Grado Medio,30.000 € - 45.000 € Bruto/año,83c11f00a296f3d4aa4d,,"python, sql, aws, azure, windows, c, git, jira, DevOps",DevOps,"python, sql, aws, azure, windows, c, git, jira, DevOps"
Consultor,,Retribución flexible,,,,,['PMP'],https://www.tecnoempleo.com/consultor-gestion-proyectos-tic-hibrido/pmp/rf-35741ff292329325a841,2 años,ConsultorJefe de ProyectoTécnico de Gestión,Serem,,Empleado,,,13/09/2024,Consultor/a Gestión proyectos TIC,Indefinido,Provincia Puesto,6,A Coruña (Híbrido),,Jornada completa,Ingeniero Superior,24.000 € - 27.000 € Bruto/año,35741ff292329325a841,,"PMP, Consultor, Jefe de Proyecto, Técnico de Gestión",ConsultorJefe de ProyectoTécnico de Gestión,"PMP, Consultor, Jefe de Proyecto, Técnico de Gestión"
Consultor,,,,,Inglés (Alto),,['CISCO'],https://www.tecnoempleo.com/responsable-it-communications-seguridad-hibrido/cisco/rf-6b011ee5f2a6b3cb6b49,Más de 5 años,ConsultorJefe de ProyectoRedes,Serem,,Empleado,,,13/09/2024,Responsable IT Communications/Seguridad,Indefinido,Provincia Puesto,9,Madrid (Híbrido),,Jornada completa,Bachillerato/COU,39.000 € - 42.000 € Bruto/año,6b011ee5f2a6b3cb6b49,,"CISCO, Consultor, Jefe de Proyecto, Redes",ConsultorJefe de ProyectoRedes,"CISCO, Consultor, Jefe de Proyecto, Redes"
Analista,,,,,,,"['Java', 'Spring Boot', 'Git']",https://www.tecnoempleo.com/analista-programador-java-spring-boot-hibrido/java-spring-boot-git-json-ma/rf-3f6117b442a9e3f6a645,Más de 5 años,AnalistaAnalista Programador,CAS TRAINING,,Empleado,,,13/09/2024,Analista Programador/a Java Spring Boot,Indefinido,Provincia Puesto,1,Barcelona (Híbrido),,Jornada completa,Otra Formación Tecnológica,30.000 € - 36.000 € Bruto/año,3f6117b442a9e3f6a645,,"Java, Spring Boot, Git, JSON, MAVEN, JUNIT, Analista, Analista Programador",AnalistaAnalista Programador,"Java, Spring Boot, Git, JSON, MAVEN, JUNIT, Analista, Analista Programador"
Programador,,,,,Inglés (Alto),,"['.Net', 'Git', 'Jenkins']",https://www.tecnoempleo.com/technical-lead-net-hibrido/net-git-jenkins-maven-splunk-html-css-javascrip/rf-84091ce402cca3554a4c,3-5 años,Programador,CAS TRAINING,,Empleado,,,13/09/2024,Technical Lead .NET,Indefinido,,1,Madrid (Híbrido),,Jornada completa,"Otros títulos, certificaciones y carnets",36.000 € - 39.000 € Bruto/año,84091ce402cca3554a4c,,".Net, Git, Jenkins, Maven, Splunk, HTML, CSS, Javascript, Oracle, SQL, GPG, Programador",Programador,".Net, Git, Jenkins, Maven, Splunk, HTML, CSS, Javascript, Oracle, SQL, GPG, Programador"
Analista Programador,,,,,,,['Natural Adabas'],https://www.tecnoempleo.com/analista-programador-natural-adabas-remoto/natural-adabas/rf-67df1186327523af934d,3 años,Analista ProgramadorProgramador,CAS TRAINING,,Empleado,,,13/09/2024,Analista Programador/a Natural Adabas,Indefinido,España,5,100% En remoto,,Jornada completa,Otra Formación Tecnológica,24.000 € - 30.000 € Bruto/año,67df1186327523af934d,,"Natural Adabas, Analista Programador, Programador",Analista ProgramadorProgramador,"Natural Adabas, Analista Programador, Programador"
Big Data,,,,,,,"['scala', 'spark', 'AWS']",https://www.tecnoempleo.com/data-engineer-banca-spark-scala-hibrido/scala-spark-aws-pyspark/rf-f7d91d0382eff36a324d,2 años,Big Data,PANEL Sistemas Informáticos,,Empleado,,,13/09/2024,Data Engineer Banca Spark / Scala,Indefinido,Provincia Puesto,3,Madrid (Híbrido),,Jornada completa,FP2/Grado Superior,,f7d91d0382eff36a324d,,"scala, spark, AWS, PySpark, Big Data",Big Data,"scala, spark, AWS, PySpark, Big Data"
Arquitecto TIC,,,,,,,"['java', 'sql', 'azure']",https://www.tecnoempleo.com/arquitecto-software-java-remoto/java-sql-azure-microservicios-kubernetes/rf-483519efa2e8b38db949,3-5 años,Arquitecto TIC,Digital Talent Agency,,Especialista,,,13/09/2024,Arquitecto/a Software JAVA,Indefinido,País Puesto,6,100% En remoto,,Jornada completa,FP2/Grado Superior,36.000 € - 60.000 € Bruto/año,483519efa2e8b38db949,,"java, sql, azure, microservicios, kubernetes, Arquitecto TIC",Arquitecto TIC,"java, sql, azure, microservicios, kubernetes, Arquitecto TIC"
Electrónica,,Dietas/manutención en el extranjero,,,Inglés (Alto),,"['PLC', 'Rockwell', 'RS Studio']",https://www.tecnoempleo.com/senior-plc-programmer-espana/plc-rockwell-rs-studio-siemens-tia-portal/rf-c541137b6225f327724f,3-5 años,ElectrónicaProgramador,IT8 SOFTWARE ENGINEERING,,Especialista,,,13/09/2024,Senior PLC Programmer,Indefinido,,0,España,,Jornada completa,Ingeniero Superior,33.000 € - 39.000 € Bruto/año,c541137b6225f327724f,,"PLC, Rockwell, RS Studio, Siemens, TIA PORTAL, Electrónica, Programador",ElectrónicaProgramador,"PLC, Rockwell, RS Studio, Siemens, TIA PORTAL, Electrónica, Programador"
Analista Programador,,,,,,,"['C#', '.net', 'entity javascript']",https://www.tecnoempleo.com/desarrollador-senior-net-hibrido/c-net-entity-javascript-aws-windows-git-h/rf-65391361824803490b4d,3-5 años,Analista Programador,Bcnc Group,,Especialista,,,13/09/2024,Desarrollador/a Senior .net,Indefinido,,13,Barcelona (Híbrido),2,Jornada completa,FP2/Grado Superior,39.000 € - 42.000 € Bruto/año,65391361824803490b4d,Zaragoza,"C#, .net, entity javascript, aws, windows, git, html, Analista Programador",Analista Programador,"C#, .net, entity javascript, aws, windows, git, html, Analista Programador"
Analista,,,,,,,"['SQL', 'Excel', 'ETL']",https://www.tecnoempleo.com/technical-business-analyst-hibrido/sql-excel-etl/rf-e7a117b08218736ca74e,Más de 5 años,Analista,HAYS,,Empleado,,,13/09/2024,Technical Business Analyst,Indefinido,,2,Madrid (Híbrido),,Jornada completa,,,e7a117b08218736ca74e,,"SQL, Excel, ETL, Analista",Analista,"SQL, Excel, ETL, Analista"
Arquitecto TIC,,,,,,,"['data', 'AWS', 'Azure']",https://www.tecnoempleo.com/arquitecto-datos-madrid/data-aws-azure/rf-0fb81891b238e36ea941,2 años,Arquitecto TICBig DataConsultor,Serem,,Empleado,,,13/09/2024,Arquitecto/a de datos,Indefinido,,60,Madrid - España,,Jornada completa,FP1,,0fb81891b238e36ea941,,"data, AWS, Azure, Arquitecto TIC, Big Data, Consultor",Arquitecto TICBig DataConsultor,"data, AWS, Azure, Arquitecto TIC, Big Data, Consultor"
Administrador,,,,,,,"['jira', 'confluence', 'atlassian']",https://www.tecnoempleo.com/administrador-jira-remoto/jira-confluence-atlassian-xray-cloud/rf-716218ced25d030a654e,3 años,Administrador,CMV Consultores,,Empleado,,,13/09/2024,Administrador/a Jira,Indefinido,España,54,100% En remoto,,Jornada completa,FP2/Grado Superior,,716218ced25d030a654e,,"jira, confluence, atlassian, Xray, Cloud, Administrador",Administrador,"jira, confluence, atlassian, Xray, Cloud, Administrador"
Administrador,,,,,,,"['linux', 'Red Hat']",https://www.tecnoempleo.com/administrador-sistemas-rhel-remoto/linux-red-hat/rf-1bd3123032f143eae34f,3-5 años,AdministradorTécnico HardwareTécnico de Sistemas,Tuyú Technology,,Empleado,,,13/09/2024,Administrador de sistemas RHEL,Indefinido,,7,100% En remoto,,Jornada completa,Grado Medio,30.000 € - 36.000 € Bruto/año,1bd3123032f143eae34f,,"linux, Red Hat, Administrador, Técnico Hardware, Técnico de Sistemas",AdministradorTécnico HardwareTécnico de Sistemas,"linux, Red Hat, Administrador, Técnico Hardware, Técnico de Sistemas"
Consultor,,,,,Inglés (Alto),,"['sql', 'Doker', 'git']",https://www.tecnoempleo.com/consultor-tecnologico-teletrabajo-remoto/sql-doker-git-net-kubernetes/rf-0add1ed432de436e224a,3 años,Consultor,CMV Consultores,,Especialista,,,13/09/2024,Consultor/a tecnológico (TELETRABAJO),Indefinido,,65,100% En remoto,,Jornada completa,FP2/Grado Superior,30.000 € - 36.000 € Bruto/año,0add1ed432de436e224a,,"sql, Doker, git, net, kubernetes, Consultor",Consultor,"sql, Doker, git, net, kubernetes, Consultor"
Analista Programador,,,,,,,"['Java', 'Spring', 'JSF']",https://www.tecnoempleo.com/desarrollador-sr-java-spring-jsf-remoto/java-spring-jsf-primefaces-hiberna/rf-f49117cab2a693b79c4f,3-5 años,Analista ProgramadorProgramador,Digital Talent Agency,,Especialista,,,13/09/2024,"Desarrollador/a SR Java, Spring, JSF",Indefinido,España,3,100% En remoto,,Jornada completa,FP2/Grado Superior,30.000 € - 36.000 € Bruto/año,f49117cab2a693b79c4f,,"Java, Spring, JSF, Primefaces, Hibernate, Analista Programador, Programador",Analista ProgramadorProgramador,"Java, Spring, JSF, Primefaces, Hibernate, Analista Programador, Programador"
Ingenieros/Industria,,,,,Inglés (Alto),,"['Revit', 'BIM']",https://www.tecnoempleo.com/arquitecto-bim-hibrido/revit-bim/rf-ce871a2bd218a3708246,2 años,Ingenieros/Industria,Invoin,,Empleado,,,13/09/2024,Arquitecto BIM,Indefinido,Provincia Puesto,1,Sevilla (Híbrido),3,Jornada completa,FP2/Grado Superior,,ce871a2bd218a3708246,,"Revit, BIM, Ingenieros/Industria",Ingenieros/Industria,"Revit, BIM, Ingenieros/Industria"
Programador,,,,,Inglés (Medio),,"['Linux', 'COBOL', 'CICS']",https://www.tecnoempleo.com/tecnico-linux-hibrido/linux-cobol-cics-sql-db2-jcl-scripting-python-oracle/rf-805c1db37212a33c154d,3 años,ProgramadorTécnico de Sistemas,Tuyú Technology,,Empleado,,,13/09/2024,Técnico/a Linux,Indefinido,Provincia Puesto,9,Madrid (Híbrido),,Jornada completa,FP2/Grado Superior,33.000 € - 36.000 € Bruto/año,805c1db37212a33c154d,,"Linux, COBOL, CICS, SQL DB2, JCL, Scripting, Python, Oracle, Micro Focus ES, REXX, Paternon, Programador, Técnico de Sistemas",ProgramadorTécnico de Sistemas,"Linux, COBOL, CICS, SQL DB2, JCL, Scripting, Python, Oracle, Micro Focus ES, REXX, Paternon, Programador, Técnico de Sistemas"
Administrador,,modelo híbrido de trabajo,,,Inglés (Medio),,"['linux', 'windows', 'oracle']",https://www.tecnoempleo.com/administrador-sistemas-hibrido/linux-windows-oracle-pmp-project-manager-it/rf-5d3b158172ae5364f944,2 años,AdministradorJefe de Proyecto,Serem,,Empleado,,,13/09/2024,Administrador/a de sistemas,Indefinido,Provincia Puesto,30,Madrid (Híbrido),,Jornada completa,FP2/Grado Superior,,5d3b158172ae5364f944,,"linux, windows, oracle, pmp, project manager, itil, scrum, Administrador, Jefe de Proyecto",AdministradorJefe de Proyecto,"linux, windows, oracle, pmp, project manager, itil, scrum, Administrador, Jefe de Proyecto"
Administrador,,,,,Inglés (Medio),,"['nagios', 'elk', 'checkmk']",https://www.tecnoempleo.com/administrador-nagios-elk-hibrido/nagios-elk-checkmk-monitorizacion/rf-4047190712f8b38b5e4a,3 años,Administrador,CMV Consultores,,Empleado,,,13/09/2024,Administrador/a Nagios y ELK,Indefinido,,14,Madrid (Híbrido),,Jornada completa,Grado Medio,30.000 € - 42.000 € Bruto/año,4047190712f8b38b5e4a,"Ávila, Cuenca, Guadalajara, Salamanca y Toledo","nagios, elk, checkmk, monitorizacion, Administrador",Administrador,"nagios, elk, checkmk, monitorizacion, Administrador"
